ix,time,ms,rss,heapTotal,heapUsed,heapUsedGrowth,external,externalGrowth,arrayBuffers,arrayBuffersGrowth
89,167.9471,1.8729000000000156,25403392,8978432,5075728,1438928,1398501,24628,59889,24588
90,169.9123,1.9651999999999816,25419776,8978432,5088248,1451448,1398501,24628,59889,24588
91,171.4799,1.5675999999999988,25432064,8978432,5101024,1464224,1406693,32820,68081,32780
92,173.1152,1.6353000000000009,25444352,8978432,5113768,1476968,1406693,32820,68081,32780
93,174.6464,1.5312000000000126,25456640,8978432,5126312,1489512,1406693,32820,68081,32780
94,176.323,1.6766000000000076,25468928,8978432,5138832,1502032,1406693,32820,68081,32780
95,177.9713,1.648300000000006,25485312,8978432,5151344,1514544,1406693,32820,68081,32780
96,179.6607,1.6893999999999778,25513984,8978432,5163864,1527064,1406693,32820,68081,32780
97,181.3293,1.6685999999999979,25526272,8978432,5176384,1539584,1406693,32820,68081,32780
98,182.9143,1.585000000000008,25534464,8978432,5188928,1552128,1406693,32820,68081,32780
99,184.5349,1.620599999999996,25546752,8978432,5201448,1564648,1406693,32820,68081,32780
100,186.0918,1.556900000000013,25559040,8978432,5213968,1577168,1406693,32820,68081,32780
101,187.707,1.6151999999999873,25571328,8978432,5226560,1589760,1406693,32820,68081,32780
102,189.4025,1.6955000000000098,25583616,8978432,5239072,1602272,1406693,32820,68081,32780
103,190.766,1.3634999999999877,25595904,8978432,5251592,1614792,1406693,32820,68081,32780
104,192.3924,1.626400000000018,25612288,8978432,5264104,1627304,1406693,32820,68081,32780
105,194.2826,1.890199999999993,25624576,8978432,5276624,1639824,1406693,32820,68081,32780
106,196.2543,1.9716999999999985,25636864,8978432,5289168,1652368,1406693,32820,68081,32780
107,198.6814,2.427099999999996,25649152,8978432,5301688,1664888,1406693,32820,68081,32780
108,200.6035,1.9221000000000004,25661440,8978432,5314208,1677408,1406693,32820,68081,32780
109,202.5023,1.8987999999999943,25673728,8978432,5326728,1689928,1406693,32820,68081,32780
110,204.3747,1.872399999999999,25690112,8978432,5339272,1702472,1406693,32820,68081,32780
111,206.0769,1.7022000000000048,25702400,8978432,5351816,1715016,1406693,32820,68081,32780
112,207.9425,1.8656000000000006,25714688,8978432,5364336,1727536,1406693,32820,68081,32780
113,209.478,1.5355000000000132,25726976,8978432,5376856,1740056,1406693,32820,68081,32780
114,211.3952,1.9171999999999798,25739264,8978432,5389368,1752568,1406693,32820,68081,32780
115,213.2232,1.828000000000003,25751552,8978432,5402264,1765464,1414885,41012,76273,40972
116,214.8916,1.6684000000000196,25763840,8978432,5415008,1778208,1414885,41012,76273,40972
117,216.6568,1.765199999999993,25776128,8978432,5427528,1790728,1414885,41012,76273,40972
118,218.3716,1.7147999999999968,25788416,8978432,5440048,1803248,1414885,41012,76273,40972
119,219.7533,1.381699999999995,25800704,8978432,5452672,1815872,1414885,41012,76273,40972
120,221.4873,1.7340000000000089,25812992,8978432,5465192,1828392,1414885,41012,76273,40972
121,223.3848,1.897500000000008,25825280,8978432,5477672,1840872,1414885,41012,76273,40972
122,225.1067,1.7218999999999767,25837568,8978432,5490192,1853392,1414885,41012,76273,40972
123,226.9124,1.8057000000000016,25849856,8978432,5502736,1865936,1414885,41012,76273,40972
124,228.4551,1.5426999999999964,25862144,8978432,5515256,1878456,1414885,41012,76273,40972
125,230.0773,1.6222000000000207,25874432,8978432,5527776,1890976,1414885,41012,76273,40972
126,231.8207,1.7433999999999799,25886720,8978432,5540296,1903496,1414885,41012,76273,40972
127,233.5017,1.6810000000000116,25899008,8978432,5552840,1916040,1414885,41012,76273,40972
128,235.1893,1.6876000000000033,25911296,8978432,5565360,1928560,1414885,41012,76273,40972
129,236.6977,1.5083999999999946,25923584,8978432,5577880,1941080,1414885,41012,76273,40972
